"id","classification","pseudo","#unique peptides","M1601","F38","ILRI181","Ckid","PG50","s_990145","s_95010","AAlength","start","stop","Frame","Begin","End","Length","length.AA"
"420","MCCP01v2_0421",1,"no",NA,100,72.41,72.41,75.86,72.41,68.97,58.62,36,127661,127697,3,435624,435731,108,36
"421","MCCP01v2_0422",1,"yes",NA,99.17,69.3,99.16,85,68.64,70.83,65.52,121,127697,127818,2,436250,436612,363,121
"422","MCCP01v2_0423",2,"yes",NA,100,97.66,100,95.31,93.06,93.06,65.63,131,127818,127949,2,437123,437515,393,131
"423","MCCP01v2_0424",2,"yes",NA,100,100,100,89.13,89.13,86.96,60.87,47,127949,127996,3,437553,437693,141,47
"424","MCCP01v2_0425",1,"no",NA,99.72,100,99.86,54.7,53.23,53.13,53.56,723,127996,128719,3,438294,440462,2169,723
"425","MCCP01v2_0426",1,"no",4,99.85,99.85,100,41.01,41.93,41.92,42.52,670,128719,129389,2,440486,442495,2010,670
"426","MCCP01v2_0427",1,"no",NA,100,100,100,63.48,59.65,63.72,64.35,126,129389,129515,2,442757,443134,378,126
"427","MCCP01v2_0428",1,"no",NA,99.59,99.17,99.17,28.87,46.61,43.62,45.76,242,129515,129757,-2,443300,444025,726,242
"428","MCCP01v2_0429",1,"no",15,99.71,100,100,28.08,61.18,61.18,59.86,347,129757,130104,-2,444026,445066,1041,347
"429","MCCP01v2_0430",1,"yes",NA,94.29,100,98.02,47.52,48.48,52.7,45.26,110,130104,130214,1,445243,445572,330,110
"430","MCCP01v2_0431",1,"yes",NA,99.79,100,100,61.65,60.68,59.62,62.79,482,130214,130696,2,446036,447481,1446,482
"431","MCCP01v2_0432",1,"no",NA,100,99.89,100,46.64,46.07,47.82,46.64,879,130696,131575,3,447510,450146,2637,879
"432","MCCP01v2_0433",1,"no",2,99.72,100,99.87,54.7,53.93,55.03,55.18,743,131575,132318,3,450333,452561,2229,743
"433","MCCP01v2_0434",1,"no",27,100,100,99.77,47.96,48.96,48.25,48.15,882,132318,133200,3,452580,455225,2646,882
"434","MCCP01v2_0435",1,"no",NA,100,100,100,46.68,47.54,47.44,47.97,472,133200,133672,3,455277,456692,1416,472
"435","MCCP01v2_0436",1,"no",8,99.4,100,99.39,57.58,56.97,56.97,57.23,166,133672,133838,3,456702,457199,498,166
"436","MCCP01v2_0437",1,"no",4,100,100,100,63.12,62.79,62.79,62,304,133838,134142,1,457201,458112,912,304
"437","MCCP01v2_0438",1,"no",NA,99.35,99.34,98.68,51.88,52.63,52.63,50.38,154,134142,134296,3,458115,458576,462,154
"438","MCCP01v2_0439",1,"no",3,99.87,99.87,100,42.44,41.13,41.13,41.87,766,134296,135062,1,458563,460860,2298,766
"439","MCCP01v2_0440",1,"no",14,100,100,99.61,82.03,82.64,82.64,82.07,517,135062,135579,2,460865,462415,1551,517
"440","MCCP01v2_0441",4,"no",17,100,100,99.78,99.56,99.35,99.35,97.61,460,135579,136039,1,462415,463794,1380,460
"441","MCCP01v2_0442",2,"no",NA,99.52,99.76,99.51,93.7,62.89,62.65,64.23,414,136039,136453,-3,463849,465090,1242,414
"442","MCCP01v2_0443",2,"yes",NA,100,100,100,92.08,59.58,59.58,71.25,252,136453,136705,-1,465096,465851,756,252
"443","MCCP01v2_0444",3,"yes",NA,100,100,100,97.47,94.94,96.2,84.81,82,136705,136787,-2,466106,466351,246,82
"444","MCCP01v2_0445",2,"no",NA,100,100,100,92.24,94.65,94.59,51.8,851,136787,137638,-1,466614,469166,2553,851
"445","MCCP01v2_0446",1,"no",NA,99.4,99.88,99.76,82.89,84.45,84.45,70.14,830,137638,138468,-2,469319,471808,2490,830
"446","MCCP01v2_0447",3,"no",5,100,100,99.49,97.49,94.47,94.47,88.89,200,138468,138668,3,471990,472589,600,200
"447","MCCP01v2_0448",4,"no",4,100,100,100,100,99.45,99.45,98.35,182,138668,138850,1,472603,473148,546,182
"448","MCCP01v2_0449",3,"no",15,100,99.65,100,98.61,95.83,95.49,93.43,289,138850,139139,3,473148,474014,867,289
"449","MCCP01v2_0450",4,"no",50,100,99.86,99.86,99.44,97.05,97.05,95.24,714,139139,139853,3,474180,476321,2142,714
"450","MCCP01v2_0451",4,"no",12,100,100,100,100,98.53,98.53,97.07,341,139853,140194,1,476326,477348,1023,341
"451","MCCP01v2_0452",3,"no",15,100,100,100,99.03,93.5,93.5,89.05,207,140194,140401,2,477332,477952,621,207
"452","MCCP01v2_0453",4,"no",39,99.83,100,99.83,99.66,99.15,99.15,98.82,592,140401,140993,1,478012,479787,1776,592
"453","MCCP01v2_0454",3,"no",16,100,100,100,98.39,97.04,97.04,97.32,373,140993,141366,2,479852,480970,1119,373
"454","MCCP01v2_0455",3,"no",16,99.66,100,99.66,98.63,95.53,95.53,90.51,292,141366,141658,1,481174,482049,876,292
"455","MCCP01v2_0456",3,"no",23,99.66,100,99.66,98.31,95.59,95.59,97.64,296,141658,141954,3,482061,482948,888,296
"456","MCCP01v2_0457",2,"no",5,99.5,100,99.5,96.52,90.05,90.05,81.19,202,141954,142156,2,482951,483556,606,202
"457","MCCP01v2_0458",4,"no",8,100,100,100,100,99.16,99.13,94.96,238,142156,142394,1,483688,484401,714,238
"458","MCCP01v2_0459",4,"no",17,100,100,100,99.45,98.35,98.35,98.36,183,142394,142577,2,484412,484960,549,183
"459","MCCP01v2_0460",4,"no",31,99.82,100,100,99.28,96.39,96.21,93.87,555,142577,143132,3,484962,486626,1665,555
"460","MCCP01v2_0463",3,"no",1,99.87,99.93,99.73,98.31,91.3,91.36,81.71,1482,143212,144694,1,491791,496236,4446,1482
"461","MCCP01v2_0464",3,"no",NA,99.51,100,100,98.02,93.07,93.07,83.25,203,144694,144897,3,496248,496856,609,203
"462","MCCP01v2_0465",3,"no",13,100,100,99.72,99.14,96.86,96.86,94.3,358,144897,145255,2,496865,497938,1074,358
"463","MCCP01v2_0466",3,"no",22,99.62,100,99.87,98.24,92.57,92.57,81.89,795,145255,146050,1,497947,500331,2385,795
"464","MCCP01v2_0467",3,"no",2,100,100,99.41,98.83,91.81,91.81,76.05,172,146050,146222,3,500331,500846,516,172
"465","MCCP01v2_0468",4,"no",1,100,100,100,100,98.31,98.31,100,60,146222,146282,2,500861,501040,180,60
"466","MCCP01v2_0469",4,"no",2,100,99.26,99.26,100,87.88,87.88,88.37,138,146282,146420,3,501129,501542,414,138
"467","MCCP01v2_0470",3,"no",10,99.68,100,100,97.73,93.53,93.53,85.81,310,146420,146730,2,501551,502480,930,310
"468","MCCP01v2_0471",3,"yes",NA,100,100,100,98.06,87.38,87.38,74.77,110,146730,146840,1,502489,502818,330,110
"469","MCCP01v2_0472",2,"yes",NA,100,100,100,93.02,90.7,90.7,72.09,90,146840,146930,3,502977,503246,270,90
"470","MCCP01v2_0473",3,"yes",NA,100,100,100,98.43,93.7,93.7,71.88,128,146930,147058,2,503261,503644,384,128
"471","MCCP01v2_0474",4,"no",28,100,99.74,100,99.47,96.32,96.32,91.71,380,147058,147438,3,503760,504899,1140,380
"472","MCCP01v2_0475",4,"no",6,100,100,99.32,99.32,89.71,89.71,69.63,148,147438,147586,3,504912,505355,444,148
"473","MCCP01v2_0476",4,"no",6,100,100,100,99.39,96.35,96.35,93.56,330,147586,147916,2,505388,506377,990,330
"474","MCCP01v2_0477",3,"no",41,99.89,100,100,99.12,98.13,98.13,88.56,909,147916,148825,3,507003,509729,2727,909
"475","MCCP01v2_0478",3,"no",NA,100,100,100,99.01,98.51,98.51,95.57,203,148825,149028,2,509738,510346,609,203
"476","MCCP01v2_0479",2,"no",3,100,100,100,91.61,96.45,96.45,97.11,311,149028,149339,3,510327,511259,933,311
"477","MCCP01v2_0480",2,"no",9,99.77,100,100,95.38,98.15,98.15,85.25,434,149339,149773,1,511252,512553,1302,434
"478","MCCP01v2_0481",3,"no",6,100,100,100,98.69,98.75,98.63,97.28,161,149773,149934,3,512559,513041,483,161
"479","MCCP01v2_0482",2,"no",NA,100,100,98.04,92.35,37.14,37.14,62.37,329,149934,150263,3,513081,514067,987,329
"480","MCCP01v2_0483",1,"yes",1,100,100,100,53.66,74.76,74.76,38.11,311,150263,150574,2,514328,515260,933,311
"481","MCCP01v2_0484",1,"yes",NA,100,100,99.25,85,73.08,73.08,56.6,135,150574,150709,1,515293,515697,405,135
"482","MCCP01v2_0485",2,"no",3,100,100,100,93.64,93.64,93.64,87.39,111,150709,150820,2,515717,516049,333,111
"483","MCCP01v2_0486",2,"no",5,100,100,100,96.35,70.18,70.18,37.53,385,150820,151205,1,516091,517245,1155,385
"484","MCCP01v2_0487",3,"no",20,99.69,100,100,98.74,96.18,96.18,89.62,318,151205,151523,1,517381,518334,954,318
"485","MCCP01v2_0488",3,"no",7,99.51,100,99.02,97.07,90.24,90.24,62.62,206,151523,151729,3,518385,519002,618,206
"486","MCCP01v2_0489",2,"no",24,100,100,99.72,96.89,95.44,95.44,83.61,355,151729,152084,-2,519644,520708,1065,355
"487","MCCP01v2_0490",1,"no",NA,100,100,100,34.78,34.78,34.09,100,48,152084,152132,3,520881,521024,144,48
"488","MCCP01v2_0491",3,"no",NA,99.36,100,100,98.31,90.17,90.17,86.44,311,152132,152443,2,521084,522016,933,311
"489","MCCP01v2_0492",3,"no",NA,99.25,100,100,97.74,92.48,92.48,80.6,134,152443,152577,1,521998,522399,402,134
"490","MCCP01v2_0493",3,"no",5,100,100,100,98,96,96,94.06,101,152577,152678,1,522544,522846,303,101
"491","MCCP01v2_0494",4,"no",3,100,100,100,100,100,100,82.86,105,152678,152783,3,522849,523163,315,105
"492","MCCP01v2_0495",2,"no",5,100,100,100,96.77,96.77,96.77,94.68,94,152783,152877,1,523165,523446,282,94
"493","MCCP01v2_0496",3,"no",NA,99.66,100,100,98.64,97.28,97.28,90.54,296,152877,153173,2,523640,524527,888,296
"494","MCCP01v2_0497",4,"yes",NA,100,100,100,99.59,95.12,95.12,89.43,247,153173,153420,2,524531,525271,741,247
"495","MCCP01v2_0498",3,"yes",NA,100,100,100,99.11,95.54,95.54,89.29,116,153420,153536,2,525455,525802,348,116
"496","MCCP01v2_0499",4,"yes",NA,100,97.96,100,100,93.18,93.18,87.23,50,153536,153586,1,526096,526245,150,50
"497","MCCP01v2_0500",3,"no",NA,100,100,100,98.66,95.3,95.3,79.33,150,153586,153736,3,526254,526703,450,150
"498","MCCP01v2_0501",4,"no",NA,99.66,100,99.32,99.31,92.78,92.78,83.56,292,153736,154028,1,526696,527571,876,292
"499","MCCP01v2_0502",4,"no",7,100,100,100,100,95.58,95.58,86.78,227,154028,154255,2,527651,528331,681,227
"500","MCCP01v2_0503",4,"no",17,99.56,100,99.78,99.33,96.21,95.77,92.89,450,154255,154705,2,528485,529834,1350,450
"501","MCCP01v2_0504",4,"no",NA,100,100,100,100,80.15,80.15,79.39,145,154705,154850,2,529916,530350,435,145
"502","MCCP01v2_0505",3,"no",3,99.52,100,100,98.55,95.17,95.17,95.19,208,154850,155058,2,530375,530998,624,208
"503","MCCP01v2_0506",3,"yes",NA,100,100,100,97.33,82.67,82.67,84.44,235,155058,155293,2,531179,531883,705,235
"504","MCCP01v2_0507",3,"yes",NA,100,99.24,98.47,98.48,87.5,87.5,86.92,133,155293,155426,1,531958,532356,399,133
"505","MCCP01v2_0508",3,"no",3,99.85,99.85,99.85,98.09,94.82,94.82,92.66,673,155426,156099,-3,532369,534387,2019,673
"506","MCCP01v2_0509",3,"no",10,100,100,100,98.89,86.5,86.35,44.94,272,156099,156371,1,534463,535278,816,272
"507","MCCP01v2_0510",3,"no",30,100,100,100,97.79,91.85,91.63,76.87,454,156371,156825,-2,535322,536683,1362,454
"508","MCCP01v2_0511",1,"no",1,99.68,100,100,32.76,97.39,97.07,94.81,308,156825,157133,-1,536790,537713,924,308
"509","MCCP01v2_0512",3,"no",NA,100,100,99.46,97.85,91.4,91.4,81.82,187,157133,157320,-3,537739,538299,561,187
"510","MCCP01v2_0513",4,"no",NA,100,100,100,100,100,100,100,55,157320,157375,-2,538409,538573,165,55
"511","MCCP01v2_0514",1,"no",NA,100,100,100,50.8,50,50,53.57,248,157375,157623,3,538827,539570,744,248
"512","MCCP01v2_0515",1,"no",NA,88.57,85.71,85.71,71.43,91.43,91.43,67.5,73,157623,157696,3,540066,540284,219,73
"513","MCCP01v2_0516",2,"no",NA,44.74,100,100,96,38.03,38.03,29.27,77,157696,157773,1,540175,540405,231,77
"514","MCCP01v2_0517",2,"no",NA,44.29,100,100,95.89,42.86,42.86,44.19,74,157773,157847,1,540472,540693,222,74
"515","MCCP01v2_0518",1,"no",NA,100,100,100,48,87.95,87.95,25.71,87,157847,157934,2,541403,541663,261,87
"516","MCCP01v2_0519",2,"no",17,100,99.83,100,95.84,71.26,71.09,46.35,575,157934,158509,-3,541711,543435,1725,575
"517","MCCP01v2_0520",3,"no",2,99.64,99.82,99.64,98.36,87.11,87.11,73.7,551,158509,159060,3,543588,545240,1653,551
"518","MCCP01v2_0521",3,"no",NA,99.5,100,100,98.49,95.98,95.98,70,200,159060,159260,1,545245,545844,600,200
"519","MCCP01v2_0522",2,"no",1,100,100,100,96.62,94.14,94.14,87.87,269,159260,159529,-1,545859,546665,807,269
"520","MCCP01v2_0523",3,"no",13,99.48,100,99.22,97.92,94.55,94.55,91.97,386,159529,159915,3,546759,547916,1158,386
"521","MCCP01v2_0524",4,"no",26,100,100,100,99.37,99.68,99.68,98.74,318,159915,160233,3,547968,548921,954,318
"522","MCCP01v2_0525",1,"yes",NA,99.44,100,100,78.77,53.67,47.39,65.14,180,160233,160413,1,549133,549672,540,180
"523","MCCP01v2_0526",1,"yes",NA,100,100,100,63.71,41.44,42.74,40.17,126,160413,160539,1,549820,550197,378,126
"524","MCCP01v2_0527",3,"no",7,100,100,100,96.98,90.53,90.53,90.15,266,160539,160805,-2,550223,551020,798,266
"525","MCCP01v2_0528",3,"no",13,100,100,100,98.47,90.84,90.84,90.46,263,160805,161068,-1,551034,551822,789,263
"526","MCCP01v2_0529",3,"no",7,100,100,100,99.12,89.47,89.47,86.96,115,161068,161183,3,552009,552353,345,115
"527","MCCP01v2_0530",2,"no",NA,100,100,100,95.76,65.25,63.44,67.84,284,161183,161467,1,552361,553212,852,284
"528","MCCP01v2_0531",3,"no",25,99.71,100,100,98.55,93.62,93.62,93.35,346,161467,161813,2,553190,554227,1038,346
"529","MCCP01v2_0532",3,"no",12,100,100,100,98.47,95.15,95.15,94.4,393,161813,162206,1,554227,555405,1179,393
"530","MCCP01v2_0533",1,"no",20,99.84,100,99.84,78.9,76.3,76.45,70.39,634,162206,162840,-2,555782,557683,1902,634
"531","MCCP01v2_0534",3,"no",NA,100,100,100,98.13,91.3,90.76,90.39,268,162840,163108,-1,557793,558596,804,268
"532","MCCP01v2_0535",3,"no",NA,100,100,100,97.6,89.06,89.06,88.79,335,163108,163443,-3,558574,559578,1005,335
"533","MCCP01v2_0536",3,"no",3,100,100,100,98.26,81.45,81.45,81.5,404,163443,163847,-2,559571,560782,1212,404
"534","MCCP01v2_0537",3,"no",NA,100,100,99.78,98.88,76.58,76.58,77.25,452,163847,164299,-3,560788,562143,1356,452
"535","MCCP01v2_0538",4,"no",NA,100,100,100,99.51,81.28,81.28,81.77,214,164299,164513,-3,562342,562983,642,214
"536","MCCP01v2_0539",3,"no",21,99.89,100,99.78,98.44,91.8,91.8,92.7,900,164513,165413,-3,563095,565794,2700,900
"537","MCCP01v2_0540",3,"no",14,100,99.84,99.84,98.6,95.8,95.8,97.67,644,165413,166057,-2,565796,567727,1932,644
"538","MCCP01v2_0541",2,"yes",NA,100,100,100,96.67,94.71,94.46,44.87,398,166057,166455,3,568359,569552,1194,398
"539","MCCP01v2_0542",2,"no",NA,100,100,100,94.74,88.6,88.6,33.65,123,166455,166578,1,569539,569907,369,123
"540","MCCP01v2_0543",2,"no",1,99.67,100,99.66,96.66,98.33,97.99,34.48,300,166578,166878,2,569975,570874,900,300
"541","MCCP01v2_0544",3,"no",36,100,100,100,98.51,98.09,98.09,95.76,472,166878,167350,-1,570930,572345,1416,472
"542","MCCP01v2_0545",4,"no",10,100,100,100,99.61,99.61,99.61,98.83,256,167350,167606,-1,572511,573278,768,256
"543","MCCP01v2_0546",3,"no",4,100,100,100,98.2,98.2,98.2,94.64,168,167606,167774,-3,573295,573798,504,168
"544","MCCP01v2_0547",2,"no",NA,98.35,100,99.16,95.61,96.49,96.49,61.02,121,167774,167895,-1,573837,574199,363,121
"545","MCCP01v2_0548",3,"no",23,99.77,100,99.77,98.36,98.36,98.36,91.82,428,167895,168323,-1,574308,575591,1284,428
"546","MCCP01v2_0549",2,"yes",NA,99.37,100,99.58,96.4,96.4,96.4,83.05,473,168323,168796,-2,575831,577249,1419,473
"547","MCCP01v2_0550",2,"yes",NA,100,100,100,93.88,89.8,89.8,83.67,52,168796,168848,-2,577571,577726,156,52
"548","MCCP01v2_0551",3,"no",NA,98.95,100,99.47,98.41,86.41,86.41,74.59,190,168848,169038,-1,577740,578309,570,190
"549","MCCP01v2_0552",2,"no",2,100,100,100,96.55,88.97,88.97,86.99,146,169038,169184,-3,578302,578739,438,146
"550","MCCP01v2_0553",2,"no",17,100,99.76,99.76,95.39,91.02,91.02,83.54,413,169184,169597,-3,578743,579981,1239,413
"551","MCCP01v2_0554",1,"no",60,99.9,99.9,99.9,76.23,76.61,76.4,75.43,964,169597,170561,2,580184,583075,2892,964
"552","MCCP01v2_0555",1,"no",49,100,100,99.72,77.82,77.39,76.7,78.59,721,170561,171282,1,583075,585237,2163,721
"553","MCCP01v2_0556",4,"no",13,99.25,100,100,99.23,87.12,87.12,88.72,133,171282,171415,3,585240,585638,399,133
"554","MCCP01v2_0557",4,"no",18,100,100,100,99.39,88.34,88.34,87.77,327,171415,171742,-3,585658,586638,981,327
"555","MCCP01v2_0558",3,"no",NA,99.54,100,99.54,98.17,83.03,83.03,83.56,219,171742,171961,-1,586707,587363,657,219
"556","MCCP01v2_0559",2,"no",3,100,100,100,95.47,87.59,87.59,87.24,310,171961,172271,-3,587356,588285,930,310
"557","MCCP01v2_0560",3,"no",NA,99.51,100,100,98.53,96.81,96.81,97.54,408,172271,172679,-3,588505,589728,1224,408
"558","MCCP01v2_0561",3,"no",13,100,100,100,99.12,94.27,94.27,91.67,228,172679,172907,-2,589721,590404,684,228
"559","MCCP01v2_0562",4,"no",9,100,100,99.74,99.48,99.48,99.48,99.23,388,172907,173295,-3,590395,591558,1164,388
"560","MCCP01v2_0563",3,"no",10,100,100,100,98.44,98.05,98.05,96.9,258,173295,173553,-1,591768,592541,774,258
"561","MCCP01v2_0564",3,"no",5,100,100,100,99.12,97.3,97.3,96.49,114,173553,173667,-2,592529,592870,342,114
"562","MCCP01v2_0565",3,"no",17,100,100,99.76,97.88,91.51,91.51,98.81,425,173667,174092,-1,592854,594128,1275,425
"563","MCCP01v2_0566",3,"no",8,100,100,100,99.1,96.86,96.86,88.74,224,174092,174316,-2,594197,594868,672,224
"564","MCCP01v2_0567",4,"no",5,100,100,100,99.63,97.01,97.01,96.3,270,174316,174586,-3,594877,595686,810,270
"565","MCCP01v2_0568",3,"no",5,99.71,100,99.71,98.85,93.53,93.53,94.4,697,174586,175283,-2,595679,597769,2091,697
"566","MCCP01v2_0569",3,"no",6,100,100,99.75,99.01,92.41,92.41,76.98,404,175283,175687,-2,597773,598984,1212,404
"567","MCCP01v2_0570",3,"no",1,100,100,100,97.92,90.28,90.28,78.38,145,175687,175832,-3,599074,599508,435,145
"568","MCCP01v2_0571",3,"no",5,100,99.07,99.07,98.17,94.34,94.34,91.26,110,175832,175942,1,600094,600423,330,110
"569","MCCP01v2_0572",4,"no",24,99.82,100,100,99.45,97.44,97.44,91.61,548,175942,176490,3,600453,602096,1644,548
"570","MCCP01v2_0573",4,"no",9,100,100,100,99.7,96.41,96.41,94.33,335,176490,176825,1,602128,603132,1005,335
"571","MCCP01v2_0574",3,"no",7,100,100,100,98.71,93.53,93.97,83.26,233,176825,177058,2,603122,603820,699,233
"572","MCCP01v2_0575",3,"no",NA,100,100,100,98.47,98,98,69.74,151,177058,177209,2,603947,604399,453,151
"573","MCCP01v2_0576",2,"no",NA,100,99.21,99.21,94.53,96.88,96.88,72.12,129,177209,177338,1,604402,604788,387,129
"574","MCCP01v2_0577",3,"no",51,100,100,99.9,98.58,95.45,95.45,91.81,989,177338,178327,2,605114,608080,2967,989
"575","MCCP01v2_0578",4,"no",23,99.87,99.87,99.87,99.87,98.39,98.39,95.88,755,178327,179082,-3,608119,610383,2265,755
"576","MCCP01v2_0579",4,"no",8,100,100,100,100,97.06,97.06,88.3,171,179082,179253,-1,610443,610955,513,171
"577","MCCP01v2_0580",3,"no",25,100,100,99.93,98.79,96.08,92.27,81.95,1405,179253,180658,-2,610967,615181,4215,1405
"578","MCCP01v2_0581",3,"no",5,100,99.72,99.6,98.81,96.02,95.94,87.33,504,180658,181162,-3,615283,616794,1512,504
"579","MCCP01v2_0582",3,"no",12,100,100,99.78,98.9,96.04,96.04,98.02,454,181162,181616,-1,616833,618194,1362,454
"580","MCCP01v2_0583",3,"no",5,100,100,100,98.84,85.27,85.66,95.75,259,181616,181875,-2,618203,618979,777,259
"581","MCCP01v2_0584",3,"no",4,100,100,100,97.33,77.78,77.78,96.02,226,181875,182101,-1,618966,619643,678,226
"582","MCCP01v2_0585",4,"no",20,100,99.8,99.8,99.8,96.05,96.05,87.57,507,182101,182608,-2,619643,621163,1521,507
"583","MCCP01v2_0586",3,"no",3,100,100,99.83,98.34,95.03,94.9,82.9,605,182608,183213,-3,621166,622980,1815,605
"584","MCCP01v2_0587",3,"no",22,100,100,100,98.9,99.34,99.34,94.75,457,183213,183670,-3,623017,624387,1371,457
"585","MCCP01v2_0588",2,"no",NA,100,100,100,95.58,97.99,97.99,78.8,250,183670,183920,-3,624451,625200,750,250
"586","MCCP01v2_0589",3,"no",8,100,100,100,97.34,97.67,97.67,94.7,302,183920,184222,-1,625200,626105,906,302
"587","MCCP01v2_0590",3,"no",2,99.39,100,99.39,98.17,93.29,93.29,91.52,165,184222,184387,-2,626108,626602,495,165
"588","MCCP01v2_0591",2,"no",NA,100,99.83,99.66,89.86,86.58,86.58,73.75,584,184387,184971,-3,626608,628359,1752,584
"589","MCCP01v2_0592",2,"no",11,98.36,99.45,98.34,96.7,98.35,97.8,85.33,183,184971,185154,-2,628352,628900,549,183
"590","MCCP01v2_0593",3,"no",9,99.94,100,99.89,98,96.35,96.22,84.57,1754,185154,186908,-3,628948,634209,5262,1754
"591","MCCP01v2_0594",1,"no",13,99.88,99.88,99.51,35.92,95.38,95.38,72,824,186908,187732,2,634358,636829,2472,824
"592","MCCP01v2_0595",2,"yes",NA,99.28,100,99.38,91.46,59.28,56.67,66.94,485,187732,188217,1,636868,638322,1455,485
"593","MCCP01v2_0596",1,"yes",NA,100,100,100,86.96,48.84,48.84,69.57,53,188217,188270,3,638460,638618,159,53
"594","MCCP01v2_0597",2,"yes",NA,100,100,100,91.67,43.01,43.01,68.6,121,188270,188391,1,638749,639111,363,121
"595","MCCP01v2_0598",2,"no",NA,100,100,99.87,94.45,94.01,93.33,59.61,763,188391,189154,2,639167,641455,2289,763
"596","MCCP01v2_0599",3,"no",NA,100,100,100,98.78,96.35,96.35,92.46,420,189154,189574,-2,641447,642706,1260,420
"597","MCCP01v2_0600",4,"no",51,100,100,99.87,99.74,98.59,98.59,93.61,780,189574,190354,-1,642819,645158,2340,780
"598","MCCP01v2_0601",3,"no",31,100,100,100,98.6,95.79,95.79,90.68,429,190354,190783,-3,645277,646563,1287,429
"599","MCCP01v2_0602",3,"no",5,100,100,100,97,94,94,84.16,101,190783,190884,-2,646580,646882,303,101
"600","MCCP01v2_0603",3,"no",5,100,100,100,98.91,98.91,98.91,96.22,185,190884,191069,-3,646900,647454,555,185
"601","MCCP01v2_0604",2,"no",11,100,100,99.68,96.85,94.64,94.64,95.28,318,191069,191387,-1,647544,648497,954,318
"602","MCCP01v2_0605",3,"no",5,99.72,99.86,99.72,98.32,95.38,95.38,92.31,715,191387,192102,-3,648487,650631,2145,715
"603","MCCP01v2_0606",3,"no",2,99.51,100,99.51,99.02,93.66,93.55,94.17,206,192102,192308,-2,650708,651325,618,206
"604","MCCP01v2_0607",3,"no",4,100,100,99.73,97.87,95.2,95.2,94.41,376,192308,192684,-3,651367,652494,1128,376
"605","MCCP01v2_0608",2,"no",NA,99.57,100,99.57,93.97,85.09,84.21,32.5,234,192684,192918,-1,652773,653474,702,234
"606","MCCP01v2_0609",2,"no",NA,100,98.85,98.44,92.68,84.62,84.62,25.93,88,192918,193006,-1,654261,654524,264,88
"607","MCCP01v2_0610",3,"no",NA,100,100,100,98.39,90.91,90.91,34,125,193006,193131,-1,654549,654923,375,125
"608","MCCP01v2_0611",2,"no",1,100,100,99.34,96.31,57.63,57.63,37.82,272,193131,193403,-1,654945,655760,816,272
"609","MCCP01v2_0612",3,"no",7,100,100,99.53,99.07,63.21,62.74,87.26,215,193403,193618,-2,655976,656620,645,215
"610","MCCP01v2_0613",1,"no",NA,100,100,100,85.29,80.88,80.88,68.12,81,193618,193699,-3,656749,656991,243,81
"611","MCCP01v2_0614",2,"no",NA,100,100,98.33,96.33,94.83,94.83,83.76,122,193699,193821,-2,656948,657313,366,122
"612","MCCP01v2_0615",3,"no",8,100,100,99.73,98.64,93.73,93.73,87.95,368,193821,194189,-1,657303,658406,1104,368
"613","MCCP01v2_0616",3,"no",NA,100,100,100,98.77,97.53,97.53,42.53,82,194189,194271,-2,658424,658669,246,82
"614","MCCP01v2_0617",3,"no",8,100,100,100,98.36,97.13,97.13,97.53,258,194271,194529,-1,658650,659423,774,258
"615","MCCP01v2_0618",3,"no",22,100,100,100,98.85,97.23,97.23,96.08,434,194529,194963,-3,659425,660726,1302,434
"616","MCCP01v2_0619",3,"no",NA,100,100,100,97.62,88.1,88.1,76.47,85,194963,195048,-2,660797,661051,255,85
"617","MCCP01v2_0620",2,"no",6,99.2,100,99.6,95.6,84,84,65.46,251,195048,195299,-2,661097,661849,753,251
"618","MCCP01v2_0621",3,"no",9,100,100,100,99.06,93.64,93.46,86.94,535,195299,195834,-1,662037,663641,1605,535
"619","MCCP01v2_0622",3,"no",12,100,100,99.84,98.87,97.08,97.08,92.38,618,195834,196452,-1,663681,665534,1854,618
"620","MCCP01v2_0623",4,"no",21,100,100,100,99.68,98.07,98.07,90.38,624,196452,197076,-2,665552,667423,1872,624
"621","MCCP01v2_0624",4,"no",NA,100,100,100,100,100,100,95.1,102,197076,197178,-3,667639,667944,306,102
"622","MCCP01v2_0625",1,"no",NA,99.53,99.53,98.58,77.62,40,40,82,213,197178,197391,1,668203,668841,639,213
"623","MCCP01v2_0626",2,"no",NA,99.63,100,98.47,89.87,88.24,93.02,83.36,531,197391,197922,2,669539,671131,1593,531
"624","MCCP01v2_0627",2,"no",NA,100,100,99.51,95.17,92.27,92.75,92.79,208,197922,198130,-1,671154,671777,624,208
"625","MCCP01v2_0628",4,"no",7,99.68,100,100,100,98.73,98.69,96.21,317,198130,198447,-2,671771,672721,951,317
"626","MCCP01v2_0629",4,"no",12,100,100,99.22,99.23,99.23,99.23,97.64,131,198447,198578,-3,672814,673206,393,131
"627","MCCP01v2_0630",3,"no",3,100,100,100,99.17,97.5,97.5,93.36,241,198578,198819,-2,673208,673930,723,241
"628","MCCP01v2_0631",3,"no",2,100,100,100,98.78,93.29,93.29,82.42,165,198819,198984,-1,673932,674426,495,165
"629","MCCP01v2_0632",3,"no",4,100,100,100,99.07,98.15,98.15,94.44,109,198984,199093,-2,674444,674770,327,109
"630","MCCP01v2_0633",3,"no",10,100,100,99.35,98.71,93.55,93.55,87.18,156,199093,199249,-1,674859,675326,468,156
